InningsID,MatchID,PlayerName,PlayerID,Team,RunsScored,BallsFaced,FoursCount,SixesCount,StrikeRate
INN_5032,M_1016,Jonny Bairstow,ENG_130,England,12,16,1,0,75
INN_5032,M_1016,Dawid Malan,ENG_131,England,38,42,4,2,90.48
INN_5032,M_1016,Joe Root,ENG_132,England,58,57,7,3,101.75
INN_5032,M_1016,Ben Stokes,ENG_133,England,38,60,4,2,63.33
INN_5032,M_1016,Jos Buttler,ENG_134,England,60,36,7,3,166.67
INN_5032,M_1016,Liam Livingstone,ENG_135,England,49,32,6,3,153.12
INN_5032,M_1016,Moeen Ali,ENG_136,England,106,76,13,6,139.47
INN_5032,M_1016,Chris Woakes,ENG_137,England,45,29,5,2,155.17
INN_5032,M_1016,David Willey,ENG_138,England,30,38,3,1,78.95
INN_5032,M_1016,Adil Rashid,ENG_139,England,34,33,4,2,103.03
INN_5032,M_1016,Mark Wood,ENG_140,England,27,53,3,1,50.94
INN_5033,M_1017,Rohit Sharma,IND_100,India,18,11,2,1,163.64
INN_5033,M_1017,Shubman Gill,IND_101,India,23,16,2,1,143.75
INN_5033,M_1017,Virat Kohli,IND_102,India,7,11,0,0,63.64
INN_5033,M_1017,Shreyas Iyer,IND_103,India,23,37,2,1,62.16
INN_5033,M_1017,KL Rahul,IND_104,India,82,51,10,5,160.78
INN_5033,M_1017,Hardik Pandya,IND_105,India,25,32,3,1,78.12
INN_5033,M_1017,Ravindra Jadeja,IND_106,India,20,40,2,1,50
INN_5033,M_1017,Kuldeep Yadav,IND_107,India,8,12,1,0,66.67
INN_5033,M_1017,Mohammed Shami,IND_108,India,27,27,3,1,100
INN_5033,M_1017,Jasprit Bumrah,IND_109,India,47,38,5,2,123.68
INN_5033,M_1017,Mohammed Siraj,IND_110,India,47,46,5,2,102.17
INN_5034,M_1017,Abdullah Shafique,PAK_145,Pakistan,87,64,10,5,135.94
INN_5034,M_1017,Fakhar Zaman,PAK_146,Pakistan,7,8,0,0,87.5
INN_5034,M_1017,Babar Azam,PAK_147,Pakistan,41,44,5,2,93.18
INN_5034,M_1017,Mohammad Rizwan,PAK_148,Pakistan,16,14,2,1,114.29
INN_5034,M_1017,Saud Shakeel,PAK_149,Pakistan,11,20,1,0,55
INN_5034,M_1017,Iftikhar Ahmed,PAK_150,Pakistan,51,32,6,3,159.38
INN_5034,M_1017,Shadab Khan,PAK_151,Pakistan,7,8,0,0,87.5
INN_5034,M_1017,Usama Mir,PAK_152,Pakistan,70,66,8,4,106.06
INN_5034,M_1017,Shaheen Afridi,PAK_153,Pakistan,87,56,10,5,155.36
INN_5034,M_1017,Haris Rauf,PAK_154,Pakistan,15,28,1,0,53.57
INN_5034,M_1017,Hasan Ali,PAK_155,Pakistan,89,71,11,5,125.35
INN_5035,M_1018,Jonny Bairstow,ENG_130,England,48,63,6,3,76.19
INN_5035,M_1018,Dawid Malan,ENG_131,England,138,80,17,8,172.5
INN_5035,M_1018,Joe Root,ENG_132,England,70,53,8,4,132.08
INN_5035,M_1018,Ben Stokes,ENG_133,England,81,48,10,5,168.75
INN_5035,M_1018,Jos Buttler,ENG_134,England,32,29,4,2,110.34
INN_5035,M_1018,Liam Livingstone,ENG_135,England,5,7,0,0,71.43
INN_5035,M_1018,Moeen Ali,ENG_136,England,71,40,8,4,177.5
INN_5035,M_1018,Chris Woakes,ENG_137,England,40,59,5,2,67.8
INN_5035,M_1018,David Willey,ENG_138,England,71,70,8,4,101.43
INN_5035,M_1018,Adil Rashid,ENG_139,England,52,64,6,3,81.25
INN_5035,M_1018,Mark Wood,ENG_140,England,20,22,2,1,90.91
INN_5036,M_1018,Abdullah Shafique,PAK_145,Pakistan,105,70,13,6,150
INN_5036,M_1018,Fakhar Zaman,PAK_146,Pakistan,27,21,3,1,128.57
INN_5036,M_1018,Babar Azam,PAK_147,Pakistan,76,66,9,4,115.15
INN_5036,M_1018,Mohammad Rizwan,PAK_148,Pakistan,40,28,5,2,142.86
INN_5036,M_1018,Saud Shakeel,PAK_149,Pakistan,21,43,2,1,48.84
INN_5036,M_1018,Iftikhar Ahmed,PAK_150,Pakistan,22,18,2,1,122.22
INN_5036,M_1018,Shadab Khan,PAK_151,Pakistan,10,9,1,0,111.11
INN_5036,M_1018,Usama Mir,PAK_152,Pakistan,41,38,5,2,107.89
INN_5036,M_1018,Shaheen Afridi,PAK_153,Pakistan,48,64,6,3,75
INN_5036,M_1018,Haris Rauf,PAK_154,Pakistan,20,37,2,1,54.05
INN_5036,M_1018,Hasan Ali,PAK_155,Pakistan,29,40,3,1,72.5
INN_5037,M_1019,Jonny Bairstow,ENG_130,England,90,69,11,5,130.43
INN_5037,M_1019,Dawid Malan,ENG_131,England,34,52,4,2,65.38
INN_5037,M_1019,Joe Root,ENG_132,England,78,44,9,4,177.27
INN_5037,M_1019,Ben Stokes,ENG_133,England,59,38,7,3,155.26
INN_5037,M_1019,Jos Buttler,ENG_134,England,40,31,5,2,129.03
INN_5037,M_1019,Liam Livingstone,ENG_135,England,41,46,5,2,89.13
INN_5037,M_1019,Moeen Ali,ENG_136,England,77,54,9,4,142.59
INN_5037,M_1019,Chris Woakes,ENG_137,England,41,39,5,2,105.13
INN_5037,M_1019,David Willey,ENG_138,England,108,65,13,6,166.15
INN_5037,M_1019,Adil Rashid,ENG_139,England,7,8,0,0,87.5
INN_5037,M_1019,Mark Wood,ENG_140,England,18,35,2,1,51.43
INN_5038,M_1019,Abdullah Shafique,PAK_145,Pakistan,23,34,2,1,67.65
INN_5038,M_1019,Fakhar Zaman,PAK_146,Pakistan,11,11,1,0,100
INN_5038,M_1019,Babar Azam,PAK_147,Pakistan,6,8,0,0,75
INN_5038,M_1019,Mohammad Rizwan,PAK_148,Pakistan,62,80,7,3,77.5
INN_5038,M_1019,Saud Shakeel,PAK_149,Pakistan,8,9,1,0,88.89
INN_5038,M_1019,Iftikhar Ahmed,PAK_150,Pakistan,36,47,4,2,76.6
INN_5038,M_1019,Shadab Khan,PAK_151,Pakistan,36,57,4,2,63.16
INN_5038,M_1019,Usama Mir,PAK_152,Pakistan,94,59,11,5,159.32
INN_5038,M_1019,Shaheen Afridi,PAK_153,Pakistan,14,10,1,0,140
INN_5038,M_1019,Haris Rauf,PAK_154,Pakistan,38,57,4,2,66.67
INN_5038,M_1019,Hasan Ali,PAK_155,Pakistan,9,13,1,0,69.23
INN_5039,M_1020,Rohit Sharma,IND_100,India,48,42,6,3,114.29
INN_5039,M_1020,Shubman Gill,IND_101,India,99,78,12,6,126.92
INN_5039,M_1020,Virat Kohli,IND_102,India,38,43,4,2,88.37
INN_5039,M_1020,Shreyas Iyer,IND_103,India,53,43,6,3,123.26
INN_5039,M_1020,KL Rahul,IND_104,India,101,76,12,6,132.89
INN_5039,M_1020,Hardik Pandya,IND_105,India,112,77,14,7,145.45
INN_5039,M_1020,Ravindra Jadeja,IND_106,India,59,71,7,3,83.1
INN_5039,M_1020,Kuldeep Yadav,IND_107,India,11,10,1,0,110
INN_5039,M_1020,Mohammed Shami,IND_108,India,32,41,4,2,78.05
INN_5039,M_1020,Jasprit Bumrah,IND_109,India,63,42,7,3,150
INN_5039,M_1020,Mohammed Siraj,IND_110,India,12,12,1,0,100
INN_5040,M_1020,David Warner,AUS_115,Australia,94,80,11,5,117.5
INN_5040,M_1020,Travis Head,AUS_116,Australia,32,58,4,2,55.17
INN_5040,M_1020,Mitchell Marsh,AUS_117,Australia,18,13,2,1,138.46
INN_5040,M_1020,Steve Smith,AUS_118,Australia,103,79,12,6,130.38
INN_5040,M_1020,Marnus Labuschagne,AUS_119,Australia,10,11,1,0,90.91
INN_5040,M_1020,Glenn Maxwell,AUS_120,Australia,81,51,10,5,158.82
INN_5040,M_1020,Josh Inglis,AUS_121,Australia,32,34,4,2,94.12
INN_5040,M_1020,Pat Cummins,AUS_122,Australia,34,25,4,2,136
INN_5040,M_1020,Mitchell Starc,AUS_123,Australia,10,13,1,0,76.92
INN_5040,M_1020,Adam Zampa,AUS_124,Australia,30,54,3,1,55.56
INN_5040,M_1020,Josh Hazlewood,AUS_125,Australia,43,44,5,2,97.73
INN_5041,M_1021,David Warner,AUS_115,Australia,55,73,6,3,75.34
INN_5041,M_1021,Travis Head,AUS_116,Australia,49,31,6,3,158.06
INN_5041,M_1021,Mitchell Marsh,AUS_117,Australia,48,71,6,3,67.61
INN_5041,M_1021,Steve Smith,AUS_118,Australia,110,66,13,6,166.67
INN_5041,M_1021,Marnus Labuschagne,AUS_119,Australia,31,30,3,1,103.33
INN_5041,M_1021,Glenn Maxwell,AUS_120,Australia,85,80,10,5,106.25
INN_5041,M_1021,Josh Inglis,AUS_121,Australia,49,48,6,3,102.08
INN_5041,M_1021,Pat Cummins,AUS_122,Australia,4,5,0,0,80
INN_5041,M_1021,Mitchell Starc,AUS_123,Australia,34,55,4,2,61.82
INN_5041,M_1021,Adam Zampa,AUS_124,Australia,58,42,7,3,138.1
INN_5041,M_1021,Josh Hazlewood,AUS_125,Australia,12,13,1,0,92.31
INN_5042,M_1021,Rohit Sharma,IND_100,India,23,40,2,1,57.5
INN_5042,M_1021,Shubman Gill,IND_101,India,26,20,3,1,130
INN_5042,M_1021,Virat Kohli,IND_102,India,94,73,11,5,128.77
INN_5042,M_1021,Shreyas Iyer,IND_103,India,12,8,1,0,150
INN_5042,M_1021,KL Rahul,IND_104,India,28,37,3,1,75.68
INN_5042,M_1021,Hardik Pandya,IND_105,India,49,29,6,3,168.97
INN_5042,M_1021,Ravindra Jadeja,IND_106,India,46,29,5,2,158.62
INN_5042,M_1021,Kuldeep Yadav,IND_107,India,42,41,5,2,102.44
INN_5042,M_1021,Mohammed Shami,IND_108,India,42,49,5,2,85.71
INN_5042,M_1021,Jasprit Bumrah,IND_109,India,67,80,8,4,83.75
INN_5042,M_1021,Mohammed Siraj,IND_110,India,50,51,6,3,98.04
INN_5043,M_1022,David Warner,AUS_115,Australia,86,70,10,5,122.86
INN_5043,M_1022,Travis Head,AUS_116,Australia,83,75,10,5,110.67
INN_5043,M_1022,Mitchell Marsh,AUS_117,Australia,24,29,3,1,82.76
INN_5043,M_1022,Steve Smith,AUS_118,Australia,74,52,9,4,142.31
INN_5043,M_1022,Marnus Labuschagne,AUS_119,Australia,73,53,9,4,137.74
INN_5043,M_1022,Glenn Maxwell,AUS_120,Australia,7,12,0,0,58.33
INN_5043,M_1022,Josh Inglis,AUS_121,Australia,39,52,4,2,75
INN_5043,M_1022,Pat Cummins,AUS_122,Australia,90,62,11,5,145.16
INN_5043,M_1022,Mitchell Starc,AUS_123,Australia,35,46,4,2,76.09
INN_5043,M_1022,Adam Zampa,AUS_124,Australia,85,51,10,5,166.67
INN_5043,M_1022,Josh Hazlewood,AUS_125,Australia,75,69,9,4,108.7
INN_5044,M_1022,Jonny Bairstow,ENG_130,England,91,57,11,5,159.65
INN_5044,M_1022,Dawid Malan,ENG_131,England,14,15,1,0,93.33
INN_5044,M_1022,Joe Root,ENG_132,England,27,46,3,1,58.7
INN_5044,M_1022,Ben Stokes,ENG_133,England,19,35,2,1,54.29
INN_5044,M_1022,Jos Buttler,ENG_134,England,14,23,1,0,60.87
INN_5044,M_1022,Liam Livingstone,ENG_135,England,32,18,4,2,177.78
INN_5044,M_1022,Moeen Ali,ENG_136,England,27,26,3,1,103.85
INN_5044,M_1022,Chris Woakes,ENG_137,England,7,5,0,0,140
INN_5044,M_1022,David Willey,ENG_138,England,72,58,9,4,124.14
INN_5044,M_1022,Adil Rashid,ENG_139,England,29,23,3,1,126.09
INN_5044,M_1022,Mark Wood,ENG_140,England,51,80,6,3,63.75
INN_5045,M_1023,Jonny Bairstow,ENG_130,England,29,21,3,1,138.1
INN_5045,M_1023,Dawid Malan,ENG_131,England,28,25,3,1,112
INN_5045,M_1023,Joe Root,ENG_132,England,70,54,8,4,129.63
INN_5045,M_1023,Ben Stokes,ENG_133,England,6,7,0,0,85.71
INN_5045,M_1023,Jos Buttler,ENG_134,England,108,71,13,6,152.11
INN_5045,M_1023,Liam Livingstone,ENG_135,England,57,39,7,3,146.15
INN_5045,M_1023,Moeen Ali,ENG_136,England,71,42,8,4,169.05
INN_5045,M_1023,Chris Woakes,ENG_137,England,33,27,4,2,122.22
INN_5045,M_1023,David Willey,ENG_138,England,46,39,5,2,117.95
INN_5045,M_1023,Adil Rashid,ENG_139,England,80,52,10,5,153.85
INN_5045,M_1023,Mark Wood,ENG_140,England,9,9,1,0,100
INN_5046,M_1023,Abdullah Shafique,PAK_145,Pakistan,93,61,11,5,152.46
INN_5046,M_1023,Fakhar Zaman,PAK_146,Pakistan,18,21,2,1,85.71
INN_5046,M_1023,Babar Azam,PAK_147,Pakistan,48,47,6,3,102.13
INN_5046,M_1023,Mohammad Rizwan,PAK_148,Pakistan,82,61,10,5,134.43
INN_5046,M_1023,Saud Shakeel,PAK_149,Pakistan,125,72,15,7,173.61
INN_5046,M_1023,Iftikhar Ahmed,PAK_150,Pakistan,63,71,7,3,88.73
INN_5046,M_1023,Shadab Khan,PAK_151,Pakistan,18,18,2,1,100
INN_5046,M_1023,Usama Mir,PAK_152,Pakistan,83,74,10,5,112.16
INN_5046,M_1023,Shaheen Afridi,PAK_153,Pakistan,18,19,2,1,94.74
INN_5046,M_1023,Haris Rauf,PAK_154,Pakistan,13,9,1,0,144.44
INN_5046,M_1023,Hasan Ali,PAK_155,Pakistan,12,17,1,0,70.59
INN_5047,M_1024,Rohit Sharma,IND_100,India,100,71,12,6,140.85
INN_5047,M_1024,Shubman Gill,IND_101,India,13,11,1,0,118.18
INN_5047,M_1024,Virat Kohli,IND_102,India,23,23,2,1,100
INN_5047,M_1024,Shreyas Iyer,IND_103,India,52,29,6,3,179.31
INN_5047,M_1024,KL Rahul,IND_104,India,73,59,9,4,123.73
INN_5047,M_1024,Hardik Pandya,IND_105,India,54,34,6,3,158.82
INN_5047,M_1024,Ravindra Jadeja,IND_106,India,20,22,2,1,90.91
INN_5047,M_1024,Kuldeep Yadav,IND_107,India,41,26,5,2,157.69
INN_5047,M_1024,Mohammed Shami,IND_108,India,27,46,3,1,58.7
INN_5047,M_1024,Jasprit Bumrah,IND_109,India,62,47,7,3,131.91
INN_5047,M_1024,Mohammed Siraj,IND_110,India,5,7,0,0,71.43
INN_5048,M_1024,Abdullah Shafique,PAK_145,Pakistan,73,43,9,4,169.77
INN_5048,M_1024,Fakhar Zaman,PAK_146,Pakistan,37,36,4,2,102.78
INN_5048,M_1024,Babar Azam,PAK_147,Pakistan,12,15,1,0,80
INN_5048,M_1024,Mohammad Rizwan,PAK_148,Pakistan,10,11,1,0,90.91
INN_5048,M_1024,Saud Shakeel,PAK_149,Pakistan,29,22,3,1,131.82
INN_5048,M_1024,Iftikhar Ahmed,PAK_150,Pakistan,45,59,5,2,76.27
INN_5048,M_1024,Shadab Khan,PAK_151,Pakistan,9,9,1,0,100
INN_5048,M_1024,Usama Mir,PAK_152,Pakistan,22,30,2,1,73.33
INN_5048,M_1024,Shaheen Afridi,PAK_153,Pakistan,14,9,1,0,155.56
INN_5048,M_1024,Haris Rauf,PAK_154,Pakistan,78,63,9,4,123.81
INN_5049,M_1025,Jonny Bairstow,ENG_130,England,76,70,9,4,108.57
INN_5049,M_1025,Dawid Malan,ENG_131,England,47,34,5,2,138.24
INN_5049,M_1025,Joe Root,ENG_132,England,6,9,0,0,66.67
INN_5049,M_1025,Ben Stokes,ENG_133,England,80,76,10,5,105.26
INN_5049,M_1025,Jos Buttler,ENG_134,England,18,23,2,1,78.26
INN_5049,M_1025,Liam Livingstone,ENG_135,England,91,54,11,5,168.52
INN_5049,M_1025,Moeen Ali,ENG_136,England,118,76,14,7,155.26
INN_5049,M_1025,Chris Woakes,ENG_137,England,17,14,2,1,121.43
INN_5049,M_1025,David Willey,ENG_138,England,39,39,4,2,100
INN_5049,M_1025,Adil Rashid,ENG_139,England,45,66,5,2,68.18
INN_5050,M_1025,Abdullah Shafique,PAK_145,Pakistan,8,8,1,0,100
INN_5050,M_1025,Fakhar Zaman,PAK_146,Pakistan,48,73,6,3,65.75
INN_5050,M_1025,Babar Azam,PAK_147,Pakistan,35,63,4,2,55.56
INN_5050,M_1025,Mohammad Rizwan,PAK_148,Pakistan,24,22,3,1,109.09
INN_5050,M_1025,Saud Shakeel,PAK_149,Pakistan,103,73,12,6,141.1
INN_5050,M_1025,Iftikhar Ahmed,PAK_150,Pakistan,27,33,3,1,81.82
INN_5050,M_1025,Shadab Khan,PAK_151,Pakistan,58,73,7,3,79.45
INN_5050,M_1025,Usama Mir,PAK_152,Pakistan,12,8,1,0,150
INN_5050,M_1025,Shaheen Afridi,PAK_153,Pakistan,39,29,4,2,134.48
INN_5050,M_1025,Haris Rauf,PAK_154,Pakistan,10,7,1,0,142.86
INN_5050,M_1025,Hasan Ali,PAK_155,Pakistan,46,43,5,2,106.98
INN_5051,M_1026,Jonny Bairstow,ENG_130,England,11,19,1,0,57.89
INN_5051,M_1026,Dawid Malan,ENG_131,England,74,76,9,4,97.37
INN_5051,M_1026,Joe Root,ENG_132,England,45,27,5,2,166.67
INN_5051,M_1026,Ben Stokes,ENG_133,England,115,71,14,7,161.97
INN_5051,M_1026,Jos Buttler,ENG_134,England,34,44,4,2,77.27
INN_5051,M_1026,Liam Livingstone,ENG_135,England,10,12,1,0,83.33
INN_5051,M_1026,Moeen Ali,ENG_136,England,11,14,1,0,78.57
INN_5051,M_1026,Chris Woakes,ENG_137,England,41,28,5,2,146.43
INN_5051,M_1026,David Willey,ENG_138,England,46,36,5,2,127.78
INN_5051,M_1026,Adil Rashid,ENG_139,England,23,34,2,1,67.65
INN_5051,M_1026,Mark Wood,ENG_140,England,29,19,3,1,152.63
INN_5052,M_1026,Rohit Sharma,IND_100,India,105,79,13,6,132.91
INN_5052,M_1026,Shubman Gill,IND_101,India,46,44,5,2,104.55
INN_5052,M_1026,Virat Kohli,IND_102,India,47,57,5,2,82.46
INN_5052,M_1026,Shreyas Iyer,IND_103,India,39,38,4,2,102.63
INN_5052,M_1026,KL Rahul,IND_104,India,12,10,1,0,120
INN_5052,M_1026,Hardik Pandya,IND_105,India,27,18,3,1,150
INN_5052,M_1026,Ravindra Jadeja,IND_106,India,80,54,10,5,148.15
INN_5052,M_1026,Kuldeep Yadav,IND_107,India,4,6,0,0,66.67
INN_5052,M_1026,Mohammed Shami,IND_108,India,39,24,4,2,162.5
INN_5052,M_1026,Jasprit Bumrah,IND_109,India,13,12,1,0,108.33
INN_5052,M_1026,Mohammed Siraj,IND_110,India,37,59,4,2,62.71
INN_5053,M_1027,Rohit Sharma,IND_100,India,95,73,11,5,130.14
INN_5053,M_1027,Shubman Gill,IND_101,India,59,39,7,3,151.28
INN_5053,M_1027,Virat Kohli,IND_102,India,24,45,3,1,53.33
INN_5053,M_1027,Shreyas Iyer,IND_103,India,67,56,8,4,119.64
INN_5053,M_1027,KL Rahul,IND_104,India,36,25,4,2,144
INN_5053,M_1027,Hardik Pandya,IND_105,India,82,62,10,5,132.26
INN_5053,M_1027,Ravindra Jadeja,IND_106,India,116,79,14,7,146.84
INN_5053,M_1027,Kuldeep Yadav,IND_107,India,20,24,2,1,83.33
INN_5053,M_1027,Mohammed Shami,IND_108,India,21,18,2,1,116.67
INN_5053,M_1027,Jasprit Bumrah,IND_109,India,12,21,1,0,57.14
INN_5053,M_1027,Mohammed Siraj,IND_110,India,19,12,2,1,158.33
INN_5054,M_1027,David Warner,AUS_115,Australia,15,29,1,0,51.72
INN_5054,M_1027,Travis Head,AUS_116,Australia,77,48,9,4,160.42
INN_5054,M_1027,Mitchell Marsh,AUS_117,Australia,53,79,6,3,67.09
INN_5054,M_1027,Steve Smith,AUS_118,Australia,35,28,4,2,125
INN_5054,M_1027,Marnus Labuschagne,AUS_119,Australia,64,44,8,4,145.45
INN_5054,M_1027,Glenn Maxwell,AUS_120,Australia,48,72,6,3,66.67
INN_5054,M_1027,Josh Inglis,AUS_121,Australia,14,21,1,0,66.67
INN_5054,M_1027,Pat Cummins,AUS_122,Australia,19,15,2,1,126.67
INN_5054,M_1027,Mitchell Starc,AUS_123,Australia,25,50,3,1,50
INN_5054,M_1027,Adam Zampa,AUS_124,Australia,13,24,1,0,54.17
INN_5054,M_1027,Josh Hazlewood,AUS_125,Australia,7,8,0,0,87.5
INN_5055,M_1028,Abdullah Shafique,PAK_145,Pakistan,84,68,10,5,123.53
INN_5055,M_1028,Fakhar Zaman,PAK_146,Pakistan,79,45,9,4,175.56
INN_5055,M_1028,Babar Azam,PAK_147,Pakistan,4,7,0,0,57.14
INN_5055,M_1028,Mohammad Rizwan,PAK_148,Pakistan,93,65,11,5,143.08
INN_5055,M_1028,Saud Shakeel,PAK_149,Pakistan,16,24,2,1,66.67
INN_5055,M_1028,Iftikhar Ahmed,PAK_150,Pakistan,23,15,2,1,153.33
INN_5055,M_1028,Shadab Khan,PAK_151,Pakistan,103,59,12,6,174.58
INN_5055,M_1028,Usama Mir,PAK_152,Pakistan,53,78,6,3,67.95
INN_5055,M_1028,Shaheen Afridi,PAK_153,Pakistan,50,66,6,3,75.76
INN_5055,M_1028,Haris Rauf,PAK_154,Pakistan,9,14,1,0,64.29
INN_5055,M_1028,Hasan Ali,PAK_155,Pakistan,7,5,0,0,140
INN_5056,M_1028,David Warner,AUS_115,Australia,42,61,5,2,68.85
INN_5056,M_1028,Travis Head,AUS_116,Australia,6,12,0,0,50
INN_5056,M_1028,Mitchell Marsh,AUS_117,Australia,27,23,3,1,117.39
INN_5056,M_1028,Steve Smith,AUS_118,Australia,66,61,8,4,108.2
INN_5056,M_1028,Marnus Labuschagne,AUS_119,Australia,52,76,6,3,68.42
INN_5056,M_1028,Glenn Maxwell,AUS_120,Australia,105,59,13,6,177.97
INN_5056,M_1028,Josh Inglis,AUS_121,Australia,41,39,5,2,105.13
INN_5056,M_1028,Pat Cummins,AUS_122,Australia,52,54,6,3,96.3
INN_5056,M_1028,Mitchell Starc,AUS_123,Australia,53,57,6,3,92.98
INN_5056,M_1028,Adam Zampa,AUS_124,Australia,45,48,5,2,93.75
INN_5057,M_1029,Rohit Sharma,IND_100,India,11,12,1,0,91.67
INN_5057,M_1029,Shubman Gill,IND_101,India,34,40,4,2,85
INN_5057,M_1029,Virat Kohli,IND_102,India,70,55,8,4,127.27
INN_5057,M_1029,Shreyas Iyer,IND_103,India,17,25,2,1,68
INN_5057,M_1029,KL Rahul,IND_104,India,96,71,12,6,135.21
INN_5057,M_1029,Hardik Pandya,IND_105,India,92,71,11,5,129.58
INN_5057,M_1029,Ravindra Jadeja,IND_106,India,76,59,9,4,128.81
INN_5057,M_1029,Kuldeep Yadav,IND_107,India,85,49,10,5,173.47
INN_5057,M_1029,Mohammed Shami,IND_108,India,32,22,4,2,145.45
INN_5057,M_1029,Jasprit Bumrah,IND_109,India,57,57,7,3,100
INN_5057,M_1029,Mohammed Siraj,IND_110,India,26,30,3,1,86.67
INN_5058,M_1029,David Warner,AUS_115,Australia,23,15,2,1,153.33
INN_5058,M_1029,Travis Head,AUS_116,Australia,4,6,0,0,66.67
INN_5058,M_1029,Mitchell Marsh,AUS_117,Australia,55,61,6,3,90.16
INN_5058,M_1029,Steve Smith,AUS_118,Australia,42,52,5,2,80.77
INN_5058,M_1029,Marnus Labuschagne,AUS_119,Australia,84,74,10,5,113.51
INN_5058,M_1029,Glenn Maxwell,AUS_120,Australia,14,12,1,0,116.67
INN_5058,M_1029,Josh Inglis,AUS_121,Australia,23,18,2,1,127.78
INN_5058,M_1029,Pat Cummins,AUS_122,Australia,60,74,7,3,81.08
INN_5058,M_1029,Mitchell Starc,AUS_123,Australia,60,60,7,3,100
INN_5058,M_1029,Adam Zampa,AUS_124,Australia,51,46,6,3,110.87
INN_5058,M_1029,Josh Hazlewood,AUS_125,Australia,24,24,3,1,100
INN_5059,M_1030,David Warner,AUS_115,Australia,14,13,1,0,107.69
INN_5059,M_1030,Travis Head,AUS_116,Australia,26,29,3,1,89.66
INN_5059,M_1030,Mitchell Marsh,AUS_117,Australia,48,32,6,3,150
INN_5059,M_1030,Steve Smith,AUS_118,Australia,60,44,7,3,136.36
INN_5059,M_1030,Marnus Labuschagne,AUS_119,Australia,46,28,5,2,164.29
INN_5059,M_1030,Glenn Maxwell,AUS_120,Australia,36,57,4,2,63.16
INN_5059,M_1030,Josh Inglis,AUS_121,Australia,72,56,9,4,128.57
INN_5059,M_1030,Pat Cummins,AUS_122,Australia,62,50,7,3,124
INN_5059,M_1030,Mitchell Starc,AUS_123,Australia,68,52,8,4,130.77
INN_5059,M_1030,Adam Zampa,AUS_124,Australia,97,72,12,6,134.72
INN_5059,M_1030,Josh Hazlewood,AUS_125,Australia,66,52,8,4,126.92
INN_5060,M_1030,Rohit Sharma,IND_100,India,8,6,1,0,133.33
INN_5060,M_1030,Shubman Gill,IND_101,India,52,37,6,3,140.54
INN_5060,M_1030,Virat Kohli,IND_102,India,8,8,1,0,100
INN_5060,M_1030,Shreyas Iyer,IND_103,India,118,71,14,7,166.2
INN_5060,M_1030,KL Rahul,IND_104,India,92,64,11,5,143.75
INN_5060,M_1030,Hardik Pandya,IND_105,India,57,44,7,3,129.55
INN_5060,M_1030,Ravindra Jadeja,IND_106,India,47,28,5,2,167.86
INN_5060,M_1030,Kuldeep Yadav,IND_107,India,67,52,8,4,128.85
INN_5060,M_1030,Mohammed Shami,IND_108,India,19,31,2,1,61.29
INN_5060,M_1030,Jasprit Bumrah,IND_109,India,135,80,16,8,168.75
INN_5060,M_1030,Mohammed Siraj,IND_110,India,36,30,4,2,120
INN_5061,M_1031,David Warner,AUS_115,Australia,59,55,7,3,107.27
INN_5061,M_1031,Travis Head,AUS_116,Australia,52,34,6,3,152.94
INN_5061,M_1031,Mitchell Marsh,AUS_117,Australia,3,6,0,0,50
INN_5061,M_1031,Steve Smith,AUS_118,Australia,27,39,3,1,69.23
INN_5061,M_1031,Marnus Labuschagne,AUS_119,Australia,74,42,9,4,176.19
INN_5061,M_1031,Glenn Maxwell,AUS_120,Australia,67,75,8,4,89.33
INN_5061,M_1031,Josh Inglis,AUS_121,Australia,8,9,1,0,88.89
INN_5061,M_1031,Pat Cummins,AUS_122,Australia,50,61,6,3,81.97
INN_5061,M_1031,Mitchell Starc,AUS_123,Australia,64,42,8,4,152.38
INN_5061,M_1031,Adam Zampa,AUS_124,Australia,100,66,12,6,151.52
INN_5061,M_1031,Josh Hazlewood,AUS_125,Australia,86,70,10,5,122.86
INN_5062,M_1031,Abdullah Shafique,PAK_145,Pakistan,90,53,11,5,169.81
INN_5062,M_1031,Fakhar Zaman,PAK_146,Pakistan,90,73,11,5,123.29
INN_5062,M_1031,Babar Azam,PAK_147,Pakistan,3,6,0,0,50
INN_5062,M_1031,Mohammad Rizwan,PAK_148,Pakistan,61,44,7,3,138.64
INN_5062,M_1031,Saud Shakeel,PAK_149,Pakistan,55,45,6,3,122.22
INN_5062,M_1031,Iftikhar Ahmed,PAK_150,Pakistan,38,39,4,2,97.44
INN_5062,M_1031,Shadab Khan,PAK_151,Pakistan,35,35,4,2,100
INN_5062,M_1031,Usama Mir,PAK_152,Pakistan,52,37,6,3,140.54
INN_5062,M_1031,Shaheen Afridi,PAK_153,Pakistan,29,36,3,1,80.56
INN_5062,M_1031,Haris Rauf,PAK_154,Pakistan,6,10,0,0,60
INN_5062,M_1031,Hasan Ali,PAK_155,Pakistan,11,22,1,0,50
INN_5063,M_1032,David Warner,AUS_115,Australia,15,15,1,0,100
INN_5063,M_1032,Travis Head,AUS_116,Australia,39,42,4,2,92.86
INN_5063,M_1032,Mitchell Marsh,AUS_117,Australia,9,8,1,0,112.5
INN_5063,M_1032,Steve Smith,AUS_118,Australia,51,35,6,3,145.71
