InningsID,MatchID,PlayerName,PlayerID,Team,OversBowled,RunsConceded,WicketsTaken,EconomyRate
INN_5058,M_1029,Mohammed Siraj,IND_110,India,2,13,3,6.5
INN_5059,M_1030,Hardik Pandya,IND_105,India,7,51,2,7.29
INN_5059,M_1030,Ravindra Jadeja,IND_106,India,7,30,1,4.29
INN_5059,M_1030,Kuldeep Yadav,IND_107,India,8,57,0,7.12
INN_5059,M_1030,Mohammed Shami,IND_108,India,7,31,2,4.43
INN_5059,M_1030,Jasprit Bumrah,IND_109,India,7,48,3,6.86
INN_5059,M_1030,Mohammed Siraj,IND_110,India,3,20,2,6.67
INN_5060,M_1030,Mitchell Marsh,AUS_117,Australia,10,71,3,7.1
INN_5060,M_1030,Glenn Maxwell,AUS_120,Australia,2,12,3,6
INN_5060,M_1030,Pat Cummins,AUS_122,Australia,10,76,2,7.6
INN_5060,M_1030,Mitchell Starc,AUS_123,Australia,5,43,1,8.6
INN_5060,M_1030,Adam Zampa,AUS_124,Australia,7,48,3,6.86
INN_5060,M_1030,Josh Hazlewood,AUS_125,Australia,6,31,1,5.17
INN_5061,M_1031,Iftikhar Ahmed,PAK_150,Pakistan,1,6,2,6
INN_5061,M_1031,Shadab Khan,PAK_151,Pakistan,5,38,3,7.6
INN_5061,M_1031,Usama Mir,PAK_152,Pakistan,5,34,2,6.8
INN_5061,M_1031,Shaheen Afridi,PAK_153,Pakistan,3,21,2,7
INN_5061,M_1031,Haris Rauf,PAK_154,Pakistan,2,14,2,7
INN_5061,M_1031,Hasan Ali,PAK_155,Pakistan,4,19,2,4.75
INN_5062,M_1031,Mitchell Marsh,AUS_117,Australia,2,13,2,6.5
INN_5062,M_1031,Glenn Maxwell,AUS_120,Australia,5,40,1,8
INN_5062,M_1031,Pat Cummins,AUS_122,Australia,5,26,3,5.2
INN_5062,M_1031,Mitchell Starc,AUS_123,Australia,9,59,2,6.56
INN_5062,M_1031,Adam Zampa,AUS_124,Australia,7,56,1,8
INN_5062,M_1031,Josh Hazlewood,AUS_125,Australia,5,33,3,6.6
INN_5063,M_1032,Ben Stokes,ENG_133,England,6,50,3,8.33
INN_5063,M_1032,Liam Livingstone,ENG_135,England,2,14,3,7
INN_5063,M_1032,Moeen Ali,ENG_136,England,3,22,2,7.33
INN_5063,M_1032,Chris Woakes,ENG_137,England,2,11,0,5.5
INN_5063,M_1032,David Willey,ENG_138,England,1,7,1,7
INN_5063,M_1032,Adil Rashid,ENG_139,England,2,14,1,7
INN_5063,M_1032,Mark Wood,ENG_140,England,5,30,0,6
INN_5064,M_1032,Mitchell Marsh,AUS_117,Australia,5,40,0,8
INN_5064,M_1032,Glenn Maxwell,AUS_120,Australia,8,45,1,5.62
INN_5064,M_1032,Pat Cummins,AUS_122,Australia,1,5,0,5
INN_5064,M_1032,Mitchell Starc,AUS_123,Australia,3,23,3,7.67
INN_5064,M_1032,Adam Zampa,AUS_124,Australia,7,59,1,8.43
INN_5064,M_1032,Josh Hazlewood,AUS_125,Australia,6,33,3,5.5
INN_5065,M_1033,Iftikhar Ahmed,PAK_150,Pakistan,6,50,0,8.33
INN_5065,M_1033,Shadab Khan,PAK_151,Pakistan,10,77,0,7.7
INN_5065,M_1033,Usama Mir,PAK_152,Pakistan,6,36,3,6
INN_5065,M_1033,Shaheen Afridi,PAK_153,Pakistan,3,17,3,5.67
INN_5065,M_1033,Haris Rauf,PAK_154,Pakistan,7,38,1,5.43
INN_5065,M_1033,Hasan Ali,PAK_155,Pakistan,3,20,3,6.67
INN_5066,M_1033,Mitchell Marsh,AUS_117,Australia,7,55,0,7.86
INN_5066,M_1033,Glenn Maxwell,AUS_120,Australia,7,50,3,7.14
INN_5066,M_1033,Pat Cummins,AUS_122,Australia,4,28,0,7
INN_5066,M_1033,Mitchell Starc,AUS_123,Australia,2,15,3,7.5
INN_5066,M_1033,Adam Zampa,AUS_124,Australia,3,16,0,5.33
INN_5066,M_1033,Josh Hazlewood,AUS_125,Australia,9,64,3,7.11
INN_5067,M_1034,Ben Stokes,ENG_133,England,2,14,0,7
INN_5067,M_1034,Liam Livingstone,ENG_135,England,9,69,2,7.67
INN_5067,M_1034,Moeen Ali,ENG_136,England,8,41,1,5.12
INN_5067,M_1034,Chris Woakes,ENG_137,England,4,30,3,7.5
INN_5067,M_1034,David Willey,ENG_138,England,8,61,1,7.62
INN_5067,M_1034,Adil Rashid,ENG_139,England,3,23,1,7.67
INN_5067,M_1034,Mark Wood,ENG_140,England,4,19,0,4.75
INN_5068,M_1034,Iftikhar Ahmed,PAK_150,Pakistan,3,18,0,6
INN_5068,M_1034,Shadab Khan,PAK_151,Pakistan,4,24,1,6
INN_5068,M_1034,Usama Mir,PAK_152,Pakistan,7,46,0,6.57
INN_5068,M_1034,Shaheen Afridi,PAK_153,Pakistan,9,60,0,6.67
INN_5068,M_1034,Haris Rauf,PAK_154,Pakistan,2,14,2,7
INN_5068,M_1034,Hasan Ali,PAK_155,Pakistan,2,12,3,6
INN_5069,M_1035,Hardik Pandya,IND_105,India,8,57,2,7.12
INN_5069,M_1035,Ravindra Jadeja,IND_106,India,1,8,1,8
INN_5069,M_1035,Kuldeep Yadav,IND_107,India,7,43,3,6.14
INN_5069,M_1035,Mohammed Shami,IND_108,India,2,15,0,7.5
INN_5069,M_1035,Jasprit Bumrah,IND_109,India,4,32,1,8
INN_5069,M_1035,Mohammed Siraj,IND_110,India,10,74,0,7.4
INN_5070,M_1035,Ben Stokes,ENG_133,England,5,23,3,4.6
INN_5070,M_1035,Liam Livingstone,ENG_135,England,7,43,0,6.14
INN_5070,M_1035,Moeen Ali,ENG_136,England,8,45,0,5.62
INN_5070,M_1035,Chris Woakes,ENG_137,England,3,16,2,5.33
INN_5070,M_1035,David Willey,ENG_138,England,9,72,2,8
INN_5070,M_1035,Adil Rashid,ENG_139,England,1,8,0,8
INN_5070,M_1035,Mark Wood,ENG_140,England,2,16,1,8
INN_5071,M_1036,Ben Stokes,ENG_133,England,2,15,1,7.5
INN_5071,M_1036,Liam Livingstone,ENG_135,England,4,21,3,5.25
INN_5071,M_1036,Moeen Ali,ENG_136,England,7,34,3,4.86
INN_5071,M_1036,Chris Woakes,ENG_137,England,2,13,2,6.5
INN_5071,M_1036,David Willey,ENG_138,England,1,8,1,8
INN_5071,M_1036,Adil Rashid,ENG_139,England,6,40,2,6.67
INN_5071,M_1036,Mark Wood,ENG_140,England,3,12,0,4
INN_5072,M_1036,Mitchell Marsh,AUS_117,Australia,3,14,1,4.67
INN_5072,M_1036,Glenn Maxwell,AUS_120,Australia,10,68,1,6.8
INN_5072,M_1036,Pat Cummins,AUS_122,Australia,9,73,1,8.11
INN_5072,M_1036,Mitchell Starc,AUS_123,Australia,3,13,0,4.33
INN_5072,M_1036,Adam Zampa,AUS_124,Australia,3,15,3,5
INN_5072,M_1036,Josh Hazlewood,AUS_125,Australia,9,77,3,8.56
INN_5073,M_1037,Ben Stokes,ENG_133,England,2,15,1,7.5
INN_5073,M_1037,Liam Livingstone,ENG_135,England,4,32,1,8
INN_5073,M_1037,Moeen Ali,ENG_136,England,5,25,2,5
INN_5073,M_1037,Chris Woakes,ENG_137,England,6,30,1,5
INN_5073,M_1037,David Willey,ENG_138,England,2,10,3,5
INN_5073,M_1037,Adil Rashid,ENG_139,England,2,11,2,5.5
INN_5073,M_1037,Mark Wood,ENG_140,England,8,64,2,8
INN_5074,M_1037,Hardik Pandya,IND_105,India,5,36,0,7.2
INN_5074,M_1037,Ravindra Jadeja,IND_106,India,8,67,1,8.38
INN_5074,M_1037,Kuldeep Yadav,IND_107,India,8,46,0,5.75
INN_5074,M_1037,Mohammed Shami,IND_108,India,6,41,1,6.83
INN_5074,M_1037,Jasprit Bumrah,IND_109,India,6,27,0,4.5
INN_5074,M_1037,Mohammed Siraj,IND_110,India,2,16,1,8
INN_5075,M_1038,Iftikhar Ahmed,PAK_150,Pakistan,5,21,2,4.2
INN_5075,M_1038,Shadab Khan,PAK_151,Pakistan,4,27,3,6.75
INN_5075,M_1038,Usama Mir,PAK_152,Pakistan,2,11,0,5.5
INN_5075,M_1038,Shaheen Afridi,PAK_153,Pakistan,1,8,3,8
INN_5075,M_1038,Haris Rauf,PAK_154,Pakistan,4,25,0,6.25
INN_5075,M_1038,Hasan Ali,PAK_155,Pakistan,3,26,3,8.67
INN_5076,M_1038,Ben Stokes,ENG_133,England,10,84,2,8.4
INN_5076,M_1038,Liam Livingstone,ENG_135,England,2,11,2,5.5
INN_5076,M_1038,Moeen Ali,ENG_136,England,3,14,2,4.67
INN_5076,M_1038,Chris Woakes,ENG_137,England,3,17,3,5.67
INN_5076,M_1038,David Willey,ENG_138,England,9,42,1,4.67
INN_5076,M_1038,Adil Rashid,ENG_139,England,4,35,1,8.75
INN_5076,M_1038,Mark Wood,ENG_140,England,1,5,3,5
INN_5077,M_1039,Mitchell Marsh,AUS_117,Australia,8,37,0,4.62
INN_5077,M_1039,Glenn Maxwell,AUS_120,Australia,2,10,1,5
INN_5077,M_1039,Pat Cummins,AUS_122,Australia,2,16,1,8
INN_5077,M_1039,Mitchell Starc,AUS_123,Australia,9,56,1,6.22
INN_5077,M_1039,Adam Zampa,AUS_124,Australia,7,50,3,7.14
INN_5077,M_1039,Josh Hazlewood,AUS_125,Australia,3,21,0,7
INN_5078,M_1039,Ben Stokes,ENG_133,England,10,68,2,6.8
INN_5078,M_1039,Liam Livingstone,ENG_135,England,10,57,2,5.7
INN_5078,M_1039,Moeen Ali,ENG_136,England,2,14,2,7
INN_5078,M_1039,Chris Woakes,ENG_137,England,5,36,0,7.2
INN_5078,M_1039,David Willey,ENG_138,England,6,49,3,8.17
INN_5078,M_1039,Adil Rashid,ENG_139,England,3,15,3,5
INN_5078,M_1039,Mark Wood,ENG_140,England,7,62,3,8.86
INN_5079,M_1040,Hardik Pandya,IND_105,India,5,37,0,7.4
INN_5079,M_1040,Ravindra Jadeja,IND_106,India,7,55,0,7.86
INN_5079,M_1040,Kuldeep Yadav,IND_107,India,3,17,0,5.67
INN_5079,M_1040,Mohammed Shami,IND_108,India,4,29,1,7.25
INN_5079,M_1040,Jasprit Bumrah,IND_109,India,7,55,2,7.86
INN_5079,M_1040,Mohammed Siraj,IND_110,India,4,25,1,6.25
INN_5080,M_1040,Iftikhar Ahmed,PAK_150,Pakistan,5,34,2,6.8
INN_5080,M_1040,Shadab Khan,PAK_151,Pakistan,2,16,1,8
INN_5080,M_1040,Usama Mir,PAK_152,Pakistan,3,20,2,6.67
INN_5080,M_1040,Shaheen Afridi,PAK_153,Pakistan,10,55,3,5.5
INN_5080,M_1040,Haris Rauf,PAK_154,Pakistan,8,40,1,5
INN_5080,M_1040,Hasan Ali,PAK_155,Pakistan,9,53,0,5.89
INN_5081,M_1041,Ben Stokes,ENG_133,England,1,4,2,4
INN_5081,M_1041,Liam Livingstone,ENG_135,England,5,38,1,7.6
INN_5081,M_1041,Moeen Ali,ENG_136,England,7,43,2,6.14
INN_5081,M_1041,Chris Woakes,ENG_137,England,5,38,3,7.6
INN_5081,M_1041,David Willey,ENG_138,England,6,39,1,6.5
INN_5081,M_1041,Adil Rashid,ENG_139,England,1,5,0,5
INN_5081,M_1041,Mark Wood,ENG_140,England,8,69,1,8.62
INN_5082,M_1041,Iftikhar Ahmed,PAK_150,Pakistan,7,47,2,6.71
INN_5082,M_1041,Shadab Khan,PAK_151,Pakistan,6,32,3,5.33
INN_5082,M_1041,Usama Mir,PAK_152,Pakistan,5,42,0,8.4
INN_5082,M_1041,Shaheen Afridi,PAK_153,Pakistan,4,34,2,8.5
INN_5082,M_1041,Haris Rauf,PAK_154,Pakistan,8,33,2,4.12
INN_5082,M_1041,Hasan Ali,PAK_155,Pakistan,10,55,2,5.5
INN_5083,M_1042,Hardik Pandya,IND_105,India,4,19,1,4.75
INN_5083,M_1042,Ravindra Jadeja,IND_106,India,1,8,2,8
INN_5083,M_1042,Kuldeep Yadav,IND_107,India,8,36,0,4.5
INN_5083,M_1042,Mohammed Shami,IND_108,India,4,31,0,7.75
INN_5083,M_1042,Jasprit Bumrah,IND_109,India,2,17,0,8.5
INN_5083,M_1042,Mohammed Siraj,IND_110,India,4,31,1,7.75
INN_5084,M_1042,Iftikhar Ahmed,PAK_150,Pakistan,2,17,2,8.5
INN_5084,M_1042,Shadab Khan,PAK_151,Pakistan,4,20,2,5
INN_5084,M_1042,Usama Mir,PAK_152,Pakistan,8,43,0,5.38
INN_5084,M_1042,Shaheen Afridi,PAK_153,Pakistan,1,5,0,5
INN_5084,M_1042,Haris Rauf,PAK_154,Pakistan,1,5,0,5
INN_5084,M_1042,Hasan Ali,PAK_155,Pakistan,2,17,3,8.5
INN_5085,M_1043,Mitchell Marsh,AUS_117,Australia,2,17,0,8.5
INN_5085,M_1043,Glenn Maxwell,AUS_120,Australia,6,51,0,8.5
INN_5085,M_1043,Pat Cummins,AUS_122,Australia,2,15,3,7.5
INN_5085,M_1043,Mitchell Starc,AUS_123,Australia,8,62,2,7.75
INN_5085,M_1043,Adam Zampa,AUS_124,Australia,10,43,0,4.3
INN_5085,M_1043,Josh Hazlewood,AUS_125,Australia,6,48,3,8
INN_5086,M_1043,Hardik Pandya,IND_105,India,6,31,2,5.17
INN_5086,M_1043,Ravindra Jadeja,IND_106,India,3,23,2,7.67
INN_5086,M_1043,Kuldeep Yadav,IND_107,India,4,31,3,7.75
INN_5086,M_1043,Mohammed Shami,IND_108,India,9,78,3,8.67
INN_5086,M_1043,Jasprit Bumrah,IND_109,India,7,30,0,4.29
INN_5086,M_1043,Mohammed Siraj,IND_110,India,10,86,1,8.6
INN_5087,M_1044,Hardik Pandya,IND_105,India,9,68,0,7.56
INN_5087,M_1044,Ravindra Jadeja,IND_106,India,8,58,2,7.25
INN_5087,M_1044,Kuldeep Yadav,IND_107,India,6,25,2,4.17
INN_5087,M_1044,Mohammed Shami,IND_108,India,6,51,3,8.5
INN_5087,M_1044,Jasprit Bumrah,IND_109,India,9,38,1,4.22
INN_5087,M_1044,Mohammed Siraj,IND_110,India,10,63,0,6.3
INN_5088,M_1044,Mitchell Marsh,AUS_117,Australia,8,40,3,5
INN_5088,M_1044,Glenn Maxwell,AUS_120,Australia,8,37,1,4.62
INN_5088,M_1044,Pat Cummins,AUS_122,Australia,5,39,3,7.8
INN_5088,M_1044,Mitchell Starc,AUS_123,Australia,6,45,2,7.5
INN_5088,M_1044,Adam Zampa,AUS_124,Australia,8,54,1,6.75
INN_5088,M_1044,Josh Hazlewood,AUS_125,Australia,4,26,3,6.5
INN_5089,M_1045,Ben Stokes,ENG_133,England,3,12,0,4
INN_5089,M_1045,Liam Livingstone,ENG_135,England,3,21,3,7
INN_5089,M_1045,Moeen Ali,ENG_136,England,9,53,1,5.89
INN_5089,M_1045,Chris Woakes,ENG_137,England,7,61,2,8.71
INN_5089,M_1045,David Willey,ENG_138,England,1,7,2,7
INN_5089,M_1045,Adil Rashid,ENG_139,England,10,83,0,8.3
INN_5089,M_1045,Mark Wood,ENG_140,England,10,46,1,4.6
INN_5090,M_1045,Hardik Pandya,IND_105,India,4,27,2,6.75
INN_5090,M_1045,Ravindra Jadeja,IND_106,India,2,12,3,6
INN_5090,M_1045,Kuldeep Yadav,IND_107,India,9,57,1,6.33
INN_5090,M_1045,Mohammed Shami,IND_108,India,9,73,2,8.11
INN_5090,M_1045,Jasprit Bumrah,IND_109,India,10,67,2,6.7
INN_5090,M_1045,Mohammed Siraj,IND_110,India,10,67,3,6.7
INN_5091,M_1046,Iftikhar Ahmed,PAK_150,Pakistan,3,20,3,6.67
INN_5091,M_1046,Shadab Khan,PAK_151,Pakistan,8,45,0,5.62
INN_5091,M_1046,Usama Mir,PAK_152,Pakistan,9,62,2,6.89
INN_5091,M_1046,Shaheen Afridi,PAK_153,Pakistan,2,9,3,4.5
INN_5091,M_1046,Haris Rauf,PAK_154,Pakistan,9,65,3,7.22
INN_5091,M_1046,Hasan Ali,PAK_155,Pakistan,1,7,3,7
INN_5092,M_1046,Mitchell Marsh,AUS_117,Australia,7,35,0,5
INN_5092,M_1046,Glenn Maxwell,AUS_120,Australia,6,45,0,7.5
INN_5092,M_1046,Pat Cummins,AUS_122,Australia,5,34,0,6.8
INN_5092,M_1046,Mitchell Starc,AUS_123,Australia,2,17,0,8.5
INN_5092,M_1046,Adam Zampa,AUS_124,Australia,7,45,2,6.43
INN_5092,M_1046,Josh Hazlewood,AUS_125,Australia,8,50,2,6.25
INN_5093,M_1047,Hardik Pandya,IND_105,India,8,42,2,5.25
INN_5093,M_1047,Ravindra Jadeja,IND_106,India,9,52,1,5.78
INN_5093,M_1047,Kuldeep Yadav,IND_107,India,8,43,1,5.38
INN_5093,M_1047,Mohammed Shami,IND_108,India,10,68,1,6.8
INN_5093,M_1047,Jasprit Bumrah,IND_109,India,2,16,0,8
INN_5093,M_1047,Mohammed Siraj,IND_110,India,7,52,2,7.43
INN_5094,M_1047,Ben Stokes,ENG_133,England,3,19,2,6.33
INN_5094,M_1047,Liam Livingstone,ENG_135,England,1,5,0,5
INN_5094,M_1047,Moeen Ali,ENG_136,England,6,45,0,7.5
INN_5094,M_1047,Chris Woakes,ENG_137,England,3,26,2,8.67
INN_5094,M_1047,David Willey,ENG_138,England,4,35,0,8.75
INN_5094,M_1047,Adil Rashid,ENG_139,England,10,70,3,7
INN_5094,M_1047,Mark Wood,ENG_140,England,10,70,1,7
INN_5095,M_1048,Hardik Pandya,IND_105,India,7,56,2,8
INN_5095,M_1048,Ravindra Jadeja,IND_106,India,9,38,0,4.22
INN_5095,M_1048,Kuldeep Yadav,IND_107,India,10,58,2,5.8
INN_5095,M_1048,Mohammed Shami,IND_108,India,6,45,0,7.5
INN_5095,M_1048,Jasprit Bumrah,IND_109,India,3,22,3,7.33
INN_5095,M_1048,Mohammed Siraj,IND_110,India,4,19,0,4.75
INN_5096,M_1048,Ben Stokes,ENG_133,England,4,31,3,7.75
INN_5096,M_1048,Liam Livingstone,ENG_135,England,4,28,2,7
INN_5096,M_1048,Moeen Ali,ENG_136,England,5,29,1,5.8
INN_5096,M_1048,Chris Woakes,ENG_137,England,8,41,0,5.12
INN_5096,M_1048,David Willey,ENG_138,England,10,59,2,5.9
INN_5096,M_1048,Adil Rashid,ENG_139,England,4,35,0,8.75
INN_5096,M_1048,Mark Wood,ENG_140,England,6,33,0,5.5
INN_5097,M_1049,Iftikhar Ahmed,PAK_150,Pakistan,2,16,1,8
INN_5097,M_1049,Shadab Khan,PAK_151,Pakistan,7,56,2,8
INN_5097,M_1049,Usama Mir,PAK_152,Pakistan,8,56,1,7
INN_5097,M_1049,Shaheen Afridi,PAK_153,Pakistan,2,11,2,5.5
INN_5097,M_1049,Haris Rauf,PAK_154,Pakistan,10,89,2,8.9
INN_5097,M_1049,Hasan Ali,PAK_155,Pakistan,2,17,2,8.5
INN_5098,M_1049,Ben Stokes,ENG_133,England,10,46,0,4.6
INN_5098,M_1049,Liam Livingstone,ENG_135,England,1,5,3,5
INN_5098,M_1049,Moeen Ali,ENG_136,England,3,23,1,7.67
INN_5098,M_1049,Chris Woakes,ENG_137,England,9,50,3,5.56
INN_5098,M_1049,David Willey,ENG_138,England,7,47,3,6.71
INN_5098,M_1049,Adil Rashid,ENG_139,England,5,26,0,5.2
INN_5098,M_1049,Mark Wood,ENG_140,England,8,58,3,7.25
INN_5099,M_1050,Mitchell Marsh,AUS_117,Australia,5,22,0,4.4
INN_5099,M_1050,Glenn Maxwell,AUS_120,Australia,9,54,3,6
INN_5099,M_1050,Pat Cummins,AUS_122,Australia,6,47,0,7.83
INN_5099,M_1050,Mitchell Starc,AUS_123,Australia,4,31,0,7.75
INN_5099,M_1050,Adam Zampa,AUS_124,Australia,9,60,2,6.67
INN_5099,M_1050,Josh Hazlewood,AUS_125,Australia,1,6,3,6
INN_5100,M_1050,Ben Stokes,ENG_133,England,8,65,0,8.12
INN_5100,M_1050,Liam Livingstone,ENG_135,England,1,8,1,8
INN_5100,M_1050,Moeen Ali,ENG_136,England,1,4,2,4
INN_5100,M_1050,Chris Woakes,ENG_137,England,2,10,0,5
INN_5100,M_1050,David Willey,ENG_138,England,5,35,3,7
INN_5100,M_1050,Adil Rashid,ENG_139,England,5,41,2,8.2
INN_5100,M_1050,Mark Wood,ENG_140,England,10,87,3,8.7
